Empire,City,Pop,Tax,Prosperity_Regional,Prosperity_National,Road_Level,Terrain,Literacy,War_Population,Trade,Capital,Special_Mod,Healthcare_Spending,Pop_Tax,Pop_Growth_Mod,Colonial_Boost,Resource_Income,Resource_Boost,Tax_Base_Industry,Special_Economic_Notes,Net_Prosperity,Net_Income,Resources_Notes
Syndria,Samaka,2243.00,0.30,0.25,0.15,0.20,0.05,0.08,,0.00,,0.20,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, Unique Spices S",0.88,630843.75,
Syndria,Neverwinter,2256420.00,0.30,0.15,0.15,,0.10,0.02,,0.10,0.05,0.25,0.20,,,,,0.00,350.00,"reg capital, high medieval industry, trade 3, multi-racial hub, unique spices",0.72,406324831.50,
Syndria,Waterdeep,1606.00,0.30,0.15,0.15,,-0.05,0.02,,0.05,,0.10,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 2, unique spices",0.47,352918.50,
Syndria,Thriller City,55699.00,0.30,0.15,0.15,,0.05,0.03,,0.00,,0.15,0.20,,,,,0.00,500.00," low modern industry, trade 1, gecko moria slaves,unique spices",0.48,12398597.40,
Syndria,Rocksha,2029.00,0.30,0.15,0.15,,0.00,0.08,,0.00,,0.10,0.20,,,15.00,2250000.00,2.25,500.00,"low modern industry, trade 1, unique spices",0.48,448916.25,"large tunsten (1920), oil (1920)"
Syndria,Mexico,2046.00,0.30,0.15,0.15,,0.00,0.08,,0.00,,0.10,0.20,,,15.00,2500000.00,2.50,500.00,"low modern industry, trade 1, unique spices",0.48,452677.50,"moderate damestear (1920), low platinum (1920)"
Syndria,Honduras,1974.00,0.30,0.15,0.15,,0.00,0.08,,0.00,,0.10,0.20,,,15.00,1450000.00,1.45,500.00,"low modern industry, trade 1, unique spices",0.48,436747.50,"large copper (1920), iron (1920), aluminum (1920)"
Syndria,Hormuz,1608.00,0.30,0.15,0.15,,0.05,0.08,,0.00,,0.10,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, unique spices",0.48,355770.00,
Syndria,Maldives,1603.00,0.30,0.15,0.15,,-0.05,0.08,,0.00,,0.10,0.20,,,15.00,,0.00,500.00,"low modern industry, trade 1, unique spices",0.48,354663.75,
Syndria,Estolad,1677248.00,0.30,0.10,0.15,0.10,0.05,0.02,,0.00,,,0.20,,,,,0.00,500.00,"low modern industry, trade 1",0.37,343416528.00,
Syndria,New Beleriand,785424.00,0.30,0.10,0.15,0.10,0.05,0.02,,0.00,,,0.20,,,,500000.00,0.05,500.00,"low modern industry, trade 1",0.37,160815564.00,large iron (1920)
Syndria,Hildorien,1673471.00,0.30,0.10,0.15,0.00,0.15,0.02,,0.05,0.05,,0.20,,,,,0.00,300.00,"reg capital, medium medieval industry, trade 2",0.37,205585912.35,
Syndria,Dimbar,842504.00,0.30,0.10,0.15,0.00,0.05,0.02,,0.00,,,0.20,,,,,0.00,500.00,"low modern industry, trade 1",0.27,159865134.00,
The Cube,Khivine,1533883.00,0.10,0.00,0.00,0.00,0.05,0.01,,,0.10,,0.00,-0.15,0.30,,,0.00,300.00,"national capital, medium medieval industry, trade 1, all derro",-0.04,44175830.40,
The Cube,Ylont,305558.00,0.10,0.00,0.00,0.00,0.05,0.01,,,,,0.00,-0.15,0.30,,,0.00,200.00,"low medieval industry, trade 1, all derro pop",-0.14,5255597.60,
The Cube,Stodiff,101852.00,0.10,0.00,0.00,0.00,0.05,0.01,,,,,0.00,-0.15,0.30,,,0.00,100.00,"low medieval industry, trade 1, all derro pop",-0.14,875927.20,
The Cube,Zlegas,509264.00,0.10,0.00,0.00,0.00,0.05,0.01,,,,,0.00,-0.15,0.30,,,0.00,200.00,"low medieval industry, trade 1, all derro pop",-0.14,8759340.80,
The Formians,Formioso,11536302.00,0.00,0.00,0.00,0.00,0.20,0.00,,,0.10,,0.00,,3.00,,,0.00,,"nat capital, Formians",0.10,0.00,
The Great Jungle,Cifgow,10120481.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Klisey,8096385.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Antatin,4048192.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Vloridge,3036144.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Krarby,5060240.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Plegow,3036144.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Strence,6072288.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Itavine,5060240.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Trelross,2024096.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Vlefmery,5060240.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Zhievine,8096385.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Cranstin,6072288.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Icomore,4048192.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Onimouth,2024096.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Wralvale,8096385.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Zlonio,1012048.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Idotol,2024096.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Srord,4048192.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Evophia,1012048.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Andoridge,4048192.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Wrueset,1012048.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Great Jungle,Ucrouvine,5060240.00,0.00,0.00,0.00,0.00,0.15,0.00,,,,,0.00,,,,,0.00,,,0.00,0.00,
The Myrkur Imperium,Myrkur,3116869.00,0.10,0.15,0.10,0.10,0.15,0.01,,0.10,0.10,,0.00,,,,,0.00,350.00,"national capital, high medieval industry, trade 3",0.56,170181047.40,
The Myrkur Imperium,Drempist,515374.00,0.10,0.15,0.10,0.10,0.10,0.01,,0.05,,,0.00,,,,,0.00,300.00,"medium medieval industry, trade 2",0.41,21800320.20,
The Myrkur Imperium,Durgist,308611.00,0.10,0.15,0.10,0.10,0.10,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.36,8394219.20,
The Myrkur Imperium,Zogate,205740.00,0.10,0.15,0.10,0.10,0.10,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.36,5596128.00,
The Myrkur Imperium,Wraka,618450.00,0.10,0.15,0.10,0.10,0.10,0.01,,0.05,,,0.00,,,,,0.00,300.00,"medium medieval industry, trade 2",0.41,26160435.00,
The Myrkur Imperium,Zrila,514352.00,0.10,0.10,0.10,0.10,0.15,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.31,13476022.40,
The Myrkur Imperium,Inegend,773061.00,0.10,0.10,0.10,0.10,0.15,0.01,,0.05,,,0.00,,,,,0.00,300.00,"medium medieval industry, trade 2",0.36,31540888.80,
The Myrkur Imperium,Daxtol,1549194.00,0.10,0.10,0.10,0.10,0.15,0.01,,0.05,0.05,,0.00,,,,,0.00,350.00,"high medieval industry, trade 2",0.41,76452723.90,
The Myrkur Imperium,Sradlas,1026663.00,0.10,0.05,0.10,0.10,0.05,0.01,,0.05,0.05,,0.00,,,,,0.00,350.00,"high medieval industry, trade 2",0.36,48869158.80,
The Myrkur Imperium,Iklolk,357194.00,0.10,0.05,0.10,0.10,0.00,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.26,9001288.80,
The Myrkur Imperium,Xeson,153084.00,0.10,0.05,0.10,0.10,0.00,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.26,3857716.80,
The Myrkur Imperium,Covine,51028.00,0.10,0.05,0.10,0.10,0.00,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.26,1285905.60,
The Myrkur Imperium,Suver,773061.00,0.10,0.10,0.10,0.10,0.15,0.01,,0.05,,,0.00,,,,,0.00,300.00,"medium medieval industry, trade 2",0.36,31540888.80,
The Myrkur Imperium,Stohull,1050530.00,0.10,0.15,0.10,0.10,0.15,0.01,,0.05,,,0.00,,,,4300000.00,0.43,300.00,"medium medieval industry, trade 2",0.41,44437419.00,"large gold, gems"
The Myrkur Imperium,Chabus,517834.00,0.10,0.15,0.10,0.10,0.15,0.01,,0.00,,,0.00,,,,1200000.00,0.12,200.00,"low medieval industry, trade 1",0.36,14085084.80,"large coal, iron, copper"
The Myrkur Imperium,Woiyving,774597.00,0.10,0.15,0.10,0.10,0.15,0.01,,0.05,,,0.00,,,,,0.00,300.00,"medium medieval industry, trade 2",0.41,32765453.10,
Theocracy,Constantinople,3100439.00,0.05,0.00,-0.05,0.10,0.15,0.01,,0.10,0.10,,0.00,,,,,0.00,350.00,"nat capital, high medieval industry, trade 3, ",0.26,68418937.63,
Theocracy,Istros,509085.00,0.05,0.00,-0.05,0.10,0.05,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.06,5401391.85,
Theocracy,Thracia,2564506.00,0.05,0.00,-0.05,0.10,0.15,0.01,,0.05,,,0.00,,,,,0.00,300.00,"medium medieval industry, trade 2",0.11,42737492.49,
Theocracy,Kavala,255177.00,0.05,0.00,-0.05,0.10,0.05,0.01,,0.05,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 2",0.11,2835016.47,
Theocracy,Perinthus,306212.00,0.05,0.00,-0.05,0.10,0.10,0.01,,0.00,,,0.00,,,,,0.00,200.00,"low medieval industry, trade 1",0.06,3248909.32,
Theocracy,Aenos,153030.00,0.05,0.00,-0.05,0.10,0.05,0.01,,0.00,,,0.00,,,,400000.00,0.04,200.00,"low medieval industry, trade 1",0.06,1623648.30,"moderate copper, iron"
Zakhara,Zakhara,107442.00,0.01,,0.05,0.00,0.15,0.01,,0.00,0.10,,0.00,0.10,-0.20,,,0.00,200.00,"nat capital, low medieval industry, trade 1, all desert giant pop",0.26,270968.72,
